district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Thane,"NARAD – National Rural Research and Development Association, Thane",".: Oak Wada, Sonal Ali, Sambhaji Path, Jawhar Thane Pin: 401603 Maharashtra",912520681725,,naradngo@gmail.com,https://twitter.com/share,Sunil Bhat,Child Education,"Overall rural development. To implement various development programme in the field area of the association such as economical, social, educational, cultural and health programme. To execute women and child development programme. To execute sports and youth service programme. To arrange educational camp and discussion term for students and workers regarding rural development. To collect requisite materials and money by donation in lawful way, assistance and grant for work of association. To avail accommodation of research and writing and hereby to collect books and to spread them. To arrange social educational class such as life education, budget, family planning etc. and to discuss or to give visit regarding organization. To give and collect information concerning agriculture, dairy farm and health of animal. To prevalence and enlarge for development respecting field. To start commercial education class and to give formal and informal education to male and female. To give short term leadership training. To execute soil development, forestation and watershed development programme for to steady of peoples standard of life in the area of [...]",https://ngosindia.org/maharashtra-ngos/narad-national-rural-research-and-development-association-thane/
Thane,"NGO Puj Sadhuvaswani Sindhi Panchayat, Thane","Ground Floor Sarva Seva Samiti Building Near Building 21, Sadhu Vaswani Nagar Thane 400603 Maharashtra",25320398,919820129191,rkhetwani@gmail.com,https://twitter.com/share,Raju K Khetwani,Promote Culture Aim/Objective /Mission: Social Service and Health. 1237 Tweet,,https://ngosindia.org/maharashtra-ngos/ngo-puj-sadhuvaswani-sindhi-panchayat-thane/
Thane,"Nagarik Seva Mandal, Ambernath",".: Plot No 23, R.D. 4, Suryodaya Housing Society Ambernath(E) Pin: 421501 Maharashtra",,919112686523,,https://twitter.com/share,Sanatkumar Chhaya,"Education, Environment, Health, Rural Development","The Seva Mandal primarily works for the social upliftment of the rural people, through its activities which mainly revolve around medical relief, promotion of moral values among youths, preservation of environment, etc. Some of these activities include providing medical aid to the needy people, distribution of books and periodicals on moral values to students, etc. Tweet",https://ngosindia.org/maharashtra-ngos/nagarik-seva-mandal-ambernath/
Thane,"National Human Rights Council of India, Thane",".: Opp. Nav Sonali Hsg, Near Ganesh Cinema Thane Pin: 400601 Maharashtra",,919320009698,nhrcindia@gmail.com,http://www.nhrci.in,P.Sonali,Human rights violation cases.,Striving for foundation of freedom justice and peace. Tweet,https://ngosindia.org/maharashtra-ngos/national-human-rights-council-of-india-thane/
Thane,"Nav Jeevan Aarogya Sanstha, Ulhasnagar",".: Om shivdam Apt., 304 D Maratha section Ulhasnagar Pin: 421004 Maharashtra",912512580718,,,http://www.nasindia.org,sharad wani,,Education & health. Tweet,https://ngosindia.org/maharashtra-ngos/nav-jeevan-aarogya-sanstha-ulhasnagar/
Thane,"Navjeevan Lok Vikas Sanstha, Thane","Neeta Society, Rambaug Lane, 04, kalyan Thane Maharashtra 421301",02515231521,9220464495,navlok@gmail.com,https://www.navlok,Kishor Patil,"Adolescent Girls Welfare, Advocacy On Social Issues, Child Labour, Child Rights, Child Welfare, Food and Nutrition, Women Development/Welfare Child Labor Rehabilitation.","Vision-envisions holistic development through maximum integration of all activities in order to ensure progress among the rural and urban poor. Objectives – create environment awareness and undertake environment activities like agro-forestry, agro-horticuture,soil and water conservation, sustainable agriculture development, tank desiltation,watershed management etc. To spread the message of drawback of drug and alcoholism in order to aware the general public about abuses caused by drug. Improve the health and nutrition status of children and women by conducting awareness and service programmes in the area of health hygiene, hiv/aids control and prevention, nutrition small family norms, sanitation etc. Evolve programmes for education at primary levels and non formal education for school dropouts, out of school children, working children, adolescent girls and adults. Tweet",https://ngosindia.org/maharashtra-ngos/navjeevan-lok-vikas-sanstha-thane/
Thane,"OPK Educational & Charitable Trust, Thane",".: 7, Shivraj Nagar, Almeida Road Thane Pin: 400602 Maharashtra",,919967635555,creativeschool@rediffmail.com,http://www.creativeschool.net,Kamala Kanaujia,Education,To teach the children with a sincere effort. Tweet,https://ngosindia.org/maharashtra-ngos/opk-educational-charitable-trust-thane/
Thane,"Oriental Human Rights Protection Forum, Thane",".: 202, Aruna, Suryanagar, MIDC Highway Katrap, Badlapur Thane Pin: 421503 Maharashtra",912512697114,919890443630,contact.ohrpf@gmail.com,https://twitter.com/share,Mandar Dharmadhikari,Human rights.,"To implement basic human rights in the rural areas, working towards the improvement in the areas of education standards in rural areas. Tweet",https://ngosindia.org/maharashtra-ngos/oriental-human-rights-protection-forum-thane/
Thane,"PASS, Thane",".: Saisagar Apartment, 210, B Wing Sainagar, Palghar Thane Pin: 400601 Maharashtra",91228788836,,ssmrtr@gmail.com,https://twitter.com/share,Sachin,Child education.,For helping poor students. Tweet,https://ngosindia.org/maharashtra-ngos/pass-thane/
Thane,"Prabal Welfare, Thane","Paras Industrial Complex, 203 Gala Number, Nr. Saibaba Mandir, Ulhasnagar 3 Thane Maharashtra 421003",,9322225455,info.prabalngo@gmail.com,https://twitter.com/share,Ram Sharma,"Advocacy On Social Issues, Social Awareness To Help Needed People And Fight For Right.",To aware all young generation to contribute something for better society. Tweet,https://ngosindia.org/maharashtra-ngos/prabal-welfare-thane/
Thane,"Pragati Pratishthan, Thane",".: Jeevan Chaya, Ram Maruti Road Thane Pin: 400602 Maharashtra","912225332169,912225331617",,,https://twitter.com/share,Vasant Patwardhan,"Art and culture, Disadvantaged communities, Health, Rural Development, Tribal issues, Water","The organisation works for the overall development of the society and is engaged in rural development, tribal welfare, training for self-employment, rehabilitation of disabled people and runs a school for the Deaf and Dumb. It also focuses on environment conservation through programmes on afforestation and watershed development. Tweet",https://ngosindia.org/maharashtra-ngos/pragati-pratishthan-thane/
Thane,"Righteous Foundation, Thane",".: A7/303, Saket CHSL Thane(W) Pin: 400601 Maharashtra",912225388303,,righteousfoundation@gmail.com,https://twitter.com/share,Dayanand Nene,Working for betterment of society.,"Promotion of social, cultural, medical and educational activities and advancement of any other object of general public utility which shall enhance and better the life of the common man. Tweet",https://ngosindia.org/maharashtra-ngos/righteous-foundation-thane/
Thane,"SSV – Samaj Samata Ani Vikas Santha, Thane",".: Yadav Niwas, Rajhans BunglowThane Pin: 400605Maharashtra",912225420485,,ssvs1993@gmail.com,https://twitter.com/share,Prasenjit Yadav,Grant seekers,To help the poor and unprivileged people in India. To provide the all basic needs to the poor womens and childrens for their development and we also want to work on the health issues in India. Tweet,https://ngosindia.org/maharashtra-ngos/ssv-samaj-samata-ani-vikas-santha-thane/
Thane,"Sai Shikshan Prasarak & Samaj Prabhodhini Sanstha, Thane",".: Talawali, Tokawade, Murbad Thane Pin: 421402 Maharashtra",912524203222,919220962852,dmahesh_1976@rediffmail.com,https://twitter.com/share,Mahesh Deshamukh,"Education & social, child development, rural development.","Development rural, education. Tweet",https://ngosindia.org/maharashtra-ngos/sai-shikshan-prasarak-samaj-prabhodhini-sanstha-thane/
Thane,"Salvage Nation, Thane","Om Rachna Chs, Sector 17, Vashi, Navi Mumbai Thane Maharashtra 400703",,"9920180286,9029475552",dinesh.salvagenation@gmail.com,https://twitter.com/share,"Dinesh Bhandari, Nishant Thakur","Child Rights, Education, Food and Nutrition.","Our aim to help children who dont get right education, provide right nutritional food for their developing mind and body. Tweet",https://ngosindia.org/maharashtra-ngos/salvage-nation-thane/
Thane,"Samarth Education Society, Thane",".: C/o Shree Ganesh Vidhay Mandir, Behind Pencil Factory Thane Pin: 421004 Maharashtra",912240038948,,info@samartheducationsociety.org,http://www.samartheducationsociety.org,Umesh Choudhary,"Education and literacy, women development and empowerment.",To provide best education to childrens and make them self equipped. Tweet,https://ngosindia.org/maharashtra-ngos/samarth-education-society-thane/
Thane,"Sanatan Goushala Foundation, Thane",".: ‘Gurudham’ Ashram Road, Waghralpada Vasai Thane Pin: 401202 Maharashtra",912502452781,,dharmsandesh@rediffmail.com,https://twitter.com/share,Swami atma swaroop anand,Gouseva,"Rescue cows caught in dangerous situtation and construct sheltter in diffrent regions, provide means for sustenance for cows saved. Participate in movements against the killng of cows. Promote and encourage use of alternate energy available from gobar gas. Tweet",https://ngosindia.org/maharashtra-ngos/sanatan-goushala-foundation-thane/
Thane,"Sangeeta Darvekar Charitable Trust, Thane",".: 602/A, Sealand Tower, Jesal Park, Bhayandar East Thane Pin: 401105 Maharashtra",912228162440,919224320230,oralcancerawareness@gmail.com,http://www.oralcancerawareness.org,Dr Suwas Darvekar,"Health, education.","Oral cancer is the largest killer among all cancers and can be easily prevented by stopping tobacco habit. Our aim is to create awareness regarding dangers of tobacco use. Also working with tribal kids of Thane, and providing medical and educational help to them. Tweet",https://ngosindia.org/maharashtra-ngos/sangeeta-darvekar-charitable-trust-thane/
Thane,"Sangopita a Shelter for Care, Thane",".: 3/16, Sharmili Bldg., Opp. Chinar Hotel, MIDC, Karjat Rd., Kalyan Thane Pin: 421503 Maharashtra",,919004605854,vandana@sangopita.org,http://www.sangopitaindia.org,Vandana,"Fund raising, events, grants.","SANGOPITA means personalized, passionate, parental upbringing. It is indeed very difficult for the parents of these special children to impart proper care and medical attention from time to time. A family with a challenged child itself becomes challenged. Mr. & Mrs. Ravindra Sugwekar, the founder members, and other trustees of Sangopita are parents related to such special children and for years have experienced the difficulties encountered incurring such special children. To reach out to the maximum numbers of affected children and make them self-dependant to the maximum possible Extent. To Provide fromal education, Medical aid, and make them self-dependent and enable them to lead normal healthy life, under one roof despite being mentally challenged. Extra ordinary efforts required are taken to relieve family’s frustrations and worries about the future of their special beloved one. The institution conducts IQ tests of the entrants and classifies their accomm-odation, education etc as per their requirements. To feel themselves at par with normal children participating in games and different competition [...]",https://ngosindia.org/maharashtra-ngos/sangopita-a-shelter-for-care-thane/
Thane,"Sanjeevani Foundation, Thane",".: 4 Lourdes Building, Rambaug Lane 6, Kalyan West Thane Pin: 421301 Maharashtra",91251230090,919323338277,sanjeevanifoundation@yahoo.com,http://www.sanjeevanifoundation.in,Sr.Dhanam,"Awareness programme, prison ministry, vocational training for women and youth, SHG Tweet",,https://ngosindia.org/maharashtra-ngos/sanjeevani-foundation-thane/
Thane,"Sanjeevani Hospital Foundation, Thane","2, A-7, Premkiran Chs Ltd, Shantinagar, Mira Road Thane Maharashtra 401107",0228111883,9820399610,shfkids@gmail.com,https://www.sanjeevanihospitalfoundation.org,Dr.Smitha Moorthy,"Education, Library, Women Development Welfare, Youth To Enhance And Transform The Lives Of Local Community Children By Making Them Confident And Capable In An Effective And Engaging Manner.",This will be achieved through child centric hubs (age 7-15) in each suburb from mira road to virar that will be places for holistic development and mentoring. These hubs will address the gap between academic education and core life skills. Children will be mentored to ensure that they become confident and meet the demands and challenges of adulthood. Tweet,https://ngosindia.org/maharashtra-ngos/sanjeevani-hospital-foundation-thane/
Thane,"Sankalp Welfare Society, Thane",".: Shiv Krupa Appartment, Thane Thane Pin: 400703 Maharashtra",912227896475,,sankalp_society@hotmail.com,https://twitter.com/share,Rajnish Kumar,Envoiroment.,To provide pollution free atomsphere for people. Tweet,https://ngosindia.org/maharashtra-ngos/sankalp-welfare-society-thane/
Thane,"Sanskriti Pratishthan, Ulhasnagar",".: 527, Jai Niwas Ulhasnagar Pin: 421004 Maharashtra",,919850044201,raj.asrondkar@gmail.com,http://360.yahoo.com/simmuninni,Raj Asrondkar,Women and child welfare.,"Sanskriti pratishthan organises cultural, educational, social programmes planned and participated by middle class women themselves. They self talk and discuss on their issues. Organisation centralise on the problems connected with widows and children from BPL families. Tweet",https://ngosindia.org/maharashtra-ngos/sanskriti-pratishthan-ulhasnagar/
Thane,"Sardar Vallabhbhai Patel Education Society, Thane",".: Maxrose, Tarodi Bus Stop, Donri Village Uttan Road, Bhayandar West Thane Pin: 400601 Maharashtra",,919769576101,moraesmamta@gmail.com,https://twitter.com/share,Mamta Moraes,,We are running school for children of weaker section of society now we want to start orfanage and residencial school for orfans. Tweet,https://ngosindia.org/maharashtra-ngos/sardar-vallabhbhai-patel-education-society-thane/
Thane,"Shape Up India, Thane",".: 5, Haarsh Apts, Thane Khopat Thane Pin: 400601 Maharashstra",,919892216049,,https://twitter.com/share,Chhaya Thomare,"Health, education, environment.","Good health for all, good environment and affoedable education. Tweet",https://ngosindia.org/maharashtra-ngos/shape-up-india-thane/
Thane,"Shramik Mahila Mandal, Thahe","Shiv Shakti Nagar-2, Road-16, Wagle Esate Thane Maharashtra 400604",,"9221325264,9220465650",rupeshbagade20@gmail.com,https://www.shramikmahilamandal.com,Jayshree Bagade,"Disability, Education, General – Social Welfare, Rehabilitation, Traditional Activist (Guni) Mobilisation, Urban Development.",Our orgnisation is founded by mrs. Jayshree bagde and other member with an intension to locate mentally challenged children in the remote village and educate them many a time tese children lead a pitfull life in miserable condition. Born in poor families they become victims of ignrance our goal and aimis to removethem from their deplorable condition and equip them with suitable education and training so they can be part of main stream society. However funds needed for day to day expenses are mounting. We need to construct a seprate building for their residence and entertainmaint garden equipement. We requiire minimum rs.20 lac for this purpose we humbly appeal you to extend yourgenerous hand towards this social cause. Tweet,https://ngosindia.org/maharashtra-ngos/shramik-mahila-mandal-thahe/
Thane,"Siddhivinayak Marg Residents Association, Thane",".: Om Mandir Co-Operative Housing Society, 204 Siddhivinayak Marg, B/H Ice Factory, Bhayander West Thane Pin: 401101 Maharashtra",,919702326402,pdbhatia@smra.in,http://www.smra.in,Pradeep Bhatia,"RTI, peoples group, co-op housing societies.","We are a bunch of people who help people by filing RTI’s we take up the cause of common man without any personal benefit thought, We help Co-op societies in the matters of Bye-laws of Co-op Housing societies, we have been highlighting issues on platforms like CNN-IBN in the citizen journalist Show, in form of news articles on theindiapost.com and merinews.com Tweet",https://ngosindia.org/maharashtra-ngos/siddhivinayak-marg-residents-association-thane/
Thane,"Social Action for Litracy & Health, Titwala",".: 9, Om Ganpatidarshan, C.H. Soc., Manda Titwala Pin: 421605 Maharashtra",,919869110578,salah_action1996@yahoo.co.in,https://twitter.com/share,Madhukant Pathariya,Support for housing issues.,"Educational, health, shg, women emporwerment, training unskill labour. Tweet",https://ngosindia.org/maharashtra-ngos/social-action-for-litracy-health-titwala/
Thane,"Srjindagi Foundation, Thane","A/201, Sonam Sapphire, Golden Nest Phase Vth, Mira Bhayandar Road Thane Maharashtra 401107",,"9768707893,9987191991",srjindagifoundations@gmail.com,https://twitter.com/share,Ratna Singh / Santosh Dubey,Social Work,"Our organization srjindagi foundation will work towards the poor people for promotional, educational and medical relief for them and imparting public utilities by establishing, maintaining, and assisting in social, cultural, and health activities for the welfare of the people. To work against dowry system and to raise voice against the victimization of girl/women by anybody in the society due to dowry related things, and to set-up and run training centers in remote rural areas of the state, to uplift the educational and economic standards of the deprived sections of society, and to eliminate their prevailing bad social customs, illiteracy, dowry system, child marriage, fanaticism etc. Tweet",https://ngosindia.org/maharashtra-ngos/srjindagi-foundation-thane/
Thane,"Tears Welfare Association, Thane",".: 403/3, Phase 5, Brahmand, G.B. RoadThane Pin: 400607Maharashtra",912267980017,918080631661,tearswelfareassociation@yahoo.com,https://twitter.com/share,Kundan Singh,"Education, health, women empowerment, child development, rural development, old age care.","To deal with problems related to illiteracy, women empowerment, diseases, poverty, child labour, agriculture, rural and urban development. Also we organize events which is helpful from the social, educational and cultural poiny of view. Tweet",https://ngosindia.org/maharashtra-ngos/tears-welfare-association-thane/
Thane,"The Family Charitable Trust, Thane",".: 1, Santan Smurti, Chulna Road, ManickpurThane Pin: 401202Maharashtra",,919892400010,paul@thefamily-trust.org,http://www.thefamily-trust.org,Paul Gonsalves,General social activity and helping needy people.,"Our vision and mission is no different from any one and each one of you, we as a group are on a mission to visualize this world as a better world, a better society, as better humans. We are committed to do our best to help society in which ever ways and means we can. Tweet",https://ngosindia.org/maharashtra-ngos/the-family-charitable-trust-thane/
Thane,"Usha Santosh Foundation, Thane",".: J/101, New Golden Nest, Mira Bhayandar Road, Bhayandar (E)Thane Pin: 401107Maharashtra",,918097640677,ushasantoshfoundation@gmail.com,http://www.ushasantoshfoundation.webs.com/index.htm,Rajendra,Children education.,The key principles which have guided the evolution of our programs over the years are generating a societal mission is a necessary means of achieving the broad goal of universal pre-school and primary school education. Tweet,https://ngosindia.org/maharashtra-ngos/usha-santosh-foundation-thane/
Thane,"Vanraj Sanstha, Jawhar",".: Kogade, AnantnagarJawhar Pin: 401603Maharashtra",912520202751,919601090314,vanrajsanstha@gmail.com,http://www.vanraj.org,Rajendra Vikram Dapat,Rural development,"Rural agricultural development, rural education development, rural health, adivasi mahiti kendra, rural bussiness development, emplimentation of different govt schem in rural area etc. Tweet",https://ngosindia.org/maharashtra-ngos/vanraj-sanstha-jawhar/
Thane,"Vijayshree Social & Education Society, Thane",".: Barwadpada, SakharshetThane Pin: 401603Maharashtra",912520690518,919271564558,vijayshree@india.com,http://www.vijayshreethane.webs.com,Vijay Surum,Social & education.,Social & education. Tweet,https://ngosindia.org/maharashtra-ngos/vijayshree-social-education-society-thane/
Thane,"Way True Life,Kalyan",".: New Samrat Nagar 2/5, Near RTO, Opp. Kene Complex, Birla College Rd.Kalyan Pin: 421301Maharashtra",,919322625891,waytruelife@yahoo.com,https://twitter.com/share,Raju Askaran Ram,Street children and womans empowerment project.,Tweet,https://ngosindia.org/maharashtra-ngos/way-true-lifekalyan/
Thane,"Way Truelife Chatritable Society, Thane",".: New Samrat Colony 2/5, Nr RTO, Opp Kene Complex, Kalyan (w)Thane Pin: 421301Maharashtra",912513204787,"9109930039382,9109322625891",waytruelife@yahoo.com,http://www.waytruelife.org.in,"Raju Ram, Shilpa Ram","Street and slum childrens issue, woman issues and empowerment, communities/ slum devolopment.","The organisation aims to eradicate child labour. It provides slum children non-formal education and helps them to join the formal school. Education for street, and slum children, adult leatracy. The organisation focuses on the issues concerned with children and women. It organises various welfare programmes for them in areas such as education, health, income generation, etc. Tweet",https://ngosindia.org/maharashtra-ngos/way-truelife-chatritable-society-thane/
Wardha,"All India Apang Klyankary Sanstha, Wardha",".: C/o Narendrakumar Kambleramnagar, Ward 17 Near Shindhinaka Wardha Pin: 442001 Maharashtra",917152247062,"919960235678,919764735215",aiakbs@yahoo.co.in,http://www.aiakbs.org,Narendra Kumar Kamble,Disability education.,"Education, social, and economic rehabilitation activitis : CBR project for disabal person and impru the stetas mother and child helth program. Tweet",https://ngosindia.org/maharashtra-ngos/all-india-apang-klyankary-sanstha-wardha/
Wardha,"Center of Mircobial Technology for Rural Development, Wardha",".: C/o Shirish Rajmalwar, LIG 43, Mhada Colony Wardha Pin: 442001 Maharashtra",917152255077,,cmtrdpawnar@gmail.com,https://twitter.com/share,Shirish Rajmalwar,Rural Development,"To serve as an instrument of rural development through application of scientific knowledge and technology. To organize various discussion programmes for knowledge based development of rural community. To disseminate and transmit information in rural community for advancement of knowledge for schemes and their rights. To promote, advance, encourage, assist participate for up-liftment of human being in area of social status and humanities. Tweet",https://ngosindia.org/maharashtra-ngos/center-of-mircobial-technology-for-rural-development-wardha/
Wardha,"Indira Smruti Gramin Vikas Sansta, Wardha",".: kelkar wadi, Ward No 8 Wardha Pin: 442001 Maharashtra",,919371895523,p.gawande1@redifmail.com,https://twitter.com/share,Pravin. G,Abnormal child development.,Abnormal child development. Tweet,https://ngosindia.org/maharashtra-ngos/indira-smruti-gramin-vikas-sansta-wardha/
Wardha,"Janhit Gramin Va Shahari Bahuuddeshiya Vikas Sanstha, Wardha",".: Dayal Nagar, Sawagi Meghe Road Wardha Pin: 442001 Maharashtra",,919421711901,mahadeokhaire@rediffmail.com,https://twitter.com/share,Mahadeo Khaire,Including the poor into development.,Provide health facility at tribal place. Orovide education to backward people. Provide agriculture knowledge to vidarbha former. Tweet,https://ngosindia.org/maharashtra-ngos/janhit-gramin-va-shahari-bahuuddeshiya-vikas-sanstha-wardha/
Wardha,"Jupiter Education Society, Wardha",".: Dr Zakir Hussain Colony, Wardha Wardha Pin: 442001 Maharashtra",917152641776,919325237454,javedzed@gmail.com,https://twitter.com/share,Javed Sheikh,"Education, health, NRM, water, women empowerment.","Poor people helpeducation, health, child development, old age care, rural development. Tweet",https://ngosindia.org/maharashtra-ngos/jupiter-education-society-wardha/
Wardha,"Nirman Foundation, Wardha",".: Itwara Sqeuer, Wardha Wardha Pin: 442001 Maharashtra",917158282394,,nirmanwardha@gmail.com,https://twitter.com/share,Karuna Mahantare,,"Secularisum issue based awareness, gender equality, women health, child issue, formers issue & natural forming development, water conservation & management. Tweet",https://ngosindia.org/maharashtra-ngos/nirman-foundation-wardha/
Wardha,"Pratibha Shankarrao Kale Bahuuddeshiy Sanstha, Wardha","Opp. Municipal Office Camp Road, Pulgaon Wardha Maharashtra 442302",,9890844639,harsh_311288@yahoo.co.in,https://twitter.com/share,Harshal Shankarrao Kale,Social Work.,Tweet,https://ngosindia.org/maharashtra-ngos/pratibha-shankarrao-kale-bahuuddeshiy-sanstha-wardha/
Wardha,"Rajarshi Shahu Bahuuddeshiy Gramvikas Sanstha, Wardha",".: Giroli, Deoli Wardha Pin: 442101 Maharashtra",917158258507,9109423120499,manishthul@yahoo.com,https://twitter.com/share,Manish Thool,Economical support and project.,Health education programme. Tweet,https://ngosindia.org/maharashtra-ngos/rajarshi-shahu-bahuuddeshiy-gramvikas-sanstha-wardha/
Wardha,"Sanjeevani Society, Wardha",".: Agragami Convent, Jail Road Wardha Pin: 442001 Maharashtra",917152240593,,sanjeevani_soy@rediffmail.com,https://twitter.com/share,Advshiny,Empowerment.,To free the people towards freedom. Tweet,https://ngosindia.org/maharashtra-ngos/sanjeevani-society-wardha/
Wardha,"Satyagrahi Sanstha, Wardha","Kelzar, Seloo, Amgaon, Khadki Wardha Maharashtra 442104",,9623808562,kailash_waghmare123@rediffmail.com,https://twitter.com/share,Kailas Waghmare,"Anti Drug Campaign, Awareness Generation, Cow Protection Centre (Goushala), Disability, Forest Management, Forestry, Right To Information, Tribal Development, Tribal Issues.","We are working in rural sector in forest conservation, pollution, rural development, emergency treatment to poor family & disabled child etc. Tweet",https://ngosindia.org/maharashtra-ngos/satyagrahi-sanstha-wardha/
Wardha,"Saubiya Education & Welfare Society, Hinganghat",".: C/o Maharaja Motors, N.H. No.7 Hinganghat Pin: 442301 Maharashtra",,919860179789,shahidakhtar_siddiqui@yahoo.in,https://twitter.com/share,Shahidakhtar Siddiqui,,To make community self dependent from rural and slum area. By providing Vocational training to the poor students we can make the young generation self dependent. Also wants work for muslim community as they financially weak and percentage of literacy is too low. Tweet,https://ngosindia.org/maharashtra-ngos/saubiya-education-welfare-society-hinganghat/
Wardha,"Shree Vighnehswar Vyavsaik Shikshan Va Gram Vikas Sanstha, Wardha",".: Sahakar Nagar, Ward 19, Near Sai Nagar Wardha Pin: 442001 Maharashtra",917152230456,919860331539,shreevighneshwar@rediffmail.com,https://twitter.com/share,Mahesh B. Dube,"Education, health, nrm, water, women empowerment, child development, rural development, disability.","As the name of society, work in rural area to uplifting their standard of leaving & provide them technical education that’s why they will be self depended. Tweet",https://ngosindia.org/maharashtra-ngos/shree-vighnehswar-vyavsaik-shikshan-va-gram-vikas-sanstha-wardha/
Wardha,"Wayuputra Tantra Shikshan Prasarak Mandal, Wardha",".: C/6 A.L. Bodhankar, Sable PlotWardha Pin: 442001Maharashtra",917152200600,919372930920,wtspm.wardha@gmail.com,http://www.gurukulwardha.com,Prasanna Bodhankar,"To help orphans, underprevileged kids and increase social awareness for environment, education & hea","To establish a home for the orphan children and assist them in pursuing their education and to set up their career. To create general awareness among the economically backward people. To organize various camps for the general and overall development of the masses. To assist in the upliftment of the underdeveloped masses. To work towards setting up of various units in various areas such as education, health care, personality development etc. To organize and conduct various competitions and cultural programmes for national integration thereby inspiring nations to grow and sustain. To conduct tree plantation activities and work towards making India a green country. To create awareness and innovate various techniques for the saving and optimum utilization of various resources and overall infrastructural development of the country. To assist in a reducing unemployment of nations through various activities of WINGS and inspire youth towards self employment. To undertake such other activities as are incidental and conducive to the fulfillment of the above objectives and to co-operate with other agencies [...]",https://ngosindia.org/maharashtra-ngos/wayuputra-tantra-shikshan-prasarak-mandal-wardha/
Washim,"Abhang Shikshan, Krida And Bahuuddeshiya Society, Washim","Jaulka, Malegaon Washim Maharashtra 444503",,8862000712,abhangsociety06@gmail.com,https://twitter.com/share,Vaibhav Diliprao Ghuge,"Agriculture, Awareness Generation, Child Welfare, Community Development, Consumer Issues, Corporate Social Responsibility, Cultural Heritage., Development (General), Disaster Management, E-Governance, E-Learning, Employment, Energy, Environment, Governance, Library, Plantation, Rural Development, Sanitation, Science And Technology, Social Awareness, Right To Information, Tribal Development, Volunteers, Waste Management, Water, Women Development/Welfare, Youth.","Agriculture extension and education program. Family counseling center at jaulka. To create general awareness about common cause, sensitize people about legal rights and remedies and encourage them to organize themselves and obtain legal remedies through public interest litigation and advocacy. To work for the welfare of the handicapped and disabled persons and help them. Awareness on environmental issues and educate the public and industrial units and others for the prevention and control of pollution of land, air and water. Giving awards to the first rank student from 1 to 4th std. For their motivation. Library, daily news paper to villagers for getting information & knowledge and courses of library science. For the welfare of youth we organize and provide need based training to them for self [...]",https://ngosindia.org/maharashtra-ngos/abhang-shikshan-krida-and-bahuuddeshiya-society-washim/
Washim,"Jay Maa Bahuuddeshiya Sanstha , Washim",".: B-4, Balaji Complex Washim Pin: 444505 Maharashtra",917252231450,,ssmantri34@gmail.com,https://twitter.com/share,Shrikant Mantri,Computer education.,Provide computer education to poor peopel & student by schoolrship. Tweet,https://ngosindia.org/maharashtra-ngos/jay-maa-bahuuddeshiya-sanstha-washim/
Washim,"Mahila Utkarsha Pratishthan, Washim",".: Civil Lines, Risod Washim Pin: 444506 Maharashtra",917251222916,919423173777,muprisod@rediffmail.com,http://www.mup.co.in,Ashok Gondole,,"To make people healthy, wealthy & self-reliance. Empowerment of women through training & micro finance for welbeing of family, society & the nation. Tweet",https://ngosindia.org/maharashtra-ngos/mahila-utkarsha-pratishthan-washim/
Washim,"Mauli Multipurpose Society, washim",".: B-4, Balaji Complex washim Pin: 444505 Maharashtra",917252231450,,ssmantri34@gmail.com,https://twitter.com/share,,Computer education.,Provide computer education to poor people & student. Tweet,https://ngosindia.org/maharashtra-ngos/mauli-multipurpose-society-washim/
Washim,"Prasang Magaswargiya Samaj Kalyan Sanstha, Washim",.: Washim Washim Pin: 444507 Maharashtra,917252208775,,prasang.trust@gmail.com,https://twitter.com/share,Dr. Gajapal P. Ingole,"Youth, health, old persons agriculture.","Anganwadi, balwadi, primary, middle school and institution. To implement different programs related to youth. To create awareness programs, on social issues. To create awareness, about environments and water, etc. Tweet",https://ngosindia.org/maharashtra-ngos/prasang-magaswargiya-samaj-kalyan-sansthawashim/
Washim,"Rajyashri Shahu Bahuuddeshiya Prathishthan, Washim",".: Shirsala, Mohaja, Malegaon Washim Pin: 444505 Maharashtra",,919823777490,rajpadghan@rediff.com,https://twitter.com/share,Raju Padghan,,Social work. Tweet,https://ngosindia.org/maharashtra-ngos/rajyashri-shahu-bahuuddeshiya-prathishthan-washim/
Washim,"Sainath Bahuuddeshiya Sanstha, Washim",".: Jaulka Rly Ta Malegaon, Washi Washim Pin: 444503 Maharashtra",,"919270195796,919225700220",girish.192@rediffmail.com,https://twitter.com/share,S.R. Vyas,,"Aim of go hattya prthiband develop education adivasi child development, agriculture, old age care, animal care, microfinance or any other purpose of opment. Tweet",https://ngosindia.org/maharashtra-ngos/sainath-bahuuddeshiya-sanstha-washim/
Washim,"Samvardhan Samaj Vikas Sanstha, Karanja Lad",".: Dr. Nilesh Heda, Datta Colony Karanja Lad Pin: 444105 Maharashtra",917256225050,,nilheda@gmail.com,http://www.freewebs.com/samvardhan,Dr. Nilesh Heda,Environmental,Samvardhan a dedicated ngo for the conservation of wet land resources through people Tweet,https://ngosindia.org/maharashtra-ngos/samvardhan-samaj-vikas-sanstha-karanja-lad/
